Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Qualifying Name,FIPS,Area (Land),Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_NAME,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
ACSSF,ga,150,0,13,89,22011,1,Block Group 1,"Block Group 1, Census Tract 220.11, DeKalb County, Georgia",130890220111,1015523,8855,2034,518,991,0,525,0,0,0,25.47,48.72,0,25.81,0,0,0,515,0,0,0,38,0,15,33,0,38,43,40,46,40,102,34,86,0,0,0,7.38,0,2.91,6.41,0,7.38,8.35,7.77,8.93,7.77,19.81,6.6,16.7
ACSSF,ga,150,0,13,89,22011,2,Block Group 2,"Block Group 2, Census Tract 220.11, DeKalb County, Georgia",130890220112,364834,0,4538,62,3607,0,576,130,0,163,1.37,79.48,0,12.69,2.86,0,3.59,907,70,0,103,89,104,117,79,55,16,0,75,199,0,0,0,0,7.72,0,11.36,9.81,11.47,12.9,8.71,6.06,1.76,0,8.27,21.94,0,0,0,0
ACSSF,ga,150,0,13,89,22012,1,Block Group 1,"Block Group 1, Census Tract 220.12, DeKalb County, Georgia",130890220121,488676,0,2078,326,749,73,909,0,9,12,15.69,36.04,3.51,43.74,0,0.43,0.58,538,0,48,75,14,113,39,44,23,0,0,115,0,22,27,0,18,0,8.92,13.94,2.6,21,7.25,8.18,4.28,0,0,21.38,0,4.09,5.02,0,3.35
ACSSF,ga,150,0,13,89,22012,2,Block Group 2,"Block Group 2, Census Tract 220.12, DeKalb County, Georgia",130890220122,394336,0,1424,184,108,0,1108,0,0,24,12.92,7.58,0,77.81,0,0,1.69,316,13,27,0,0,38,27,0,103,0,23,0,0,0,14,0,71,4.11,8.54,0,0,12.03,8.54,0,32.59,0,7.28,0,0,0,4.43,0,22.47
ACSSF,ga,150,0,13,89,22013,1,Block Group 1,"Block Group 1, Census Tract 220.13, DeKalb County, Georgia",130890220131,540110,0,2153,119,2002,0,1,0,0,31,5.53,92.99,0,0.05,0,0,1.44,543,13,1,0,33,42,0,20,14,0,97,182,77,38,26,0,0,2.39,0.18,0,6.08,7.73,0,3.68,2.58,0,17.86,33.52,14.18,7,4.79,0,0
ACSSF,ga,150,0,13,89,22013,2,Block Group 2,"Block Group 2, Census Tract 220.13, DeKalb County, Georgia",130890220132,488887,12190,1056,77,863,6,93,0,0,17,7.29,81.72,0.57,8.81,0,0,1.61,493,54,18,145,8,0,82,18,0,11,32,125,0,0,0,0,0,10.95,3.65,29.41,1.62,0,16.63,3.65,0,2.23,6.49,25.35,0,0,0,0,0
ACSSF,ga,150,0,13,89,22014,1,Block Group 1,"Block Group 1, Census Tract 220.14, DeKalb County, Georgia",130890220141,280826,0,1759,0,1759,0,0,0,0,0,0,100,0,0,0,0,0,492,17,78,0,100,5,10,101,48,20,16,12,75,0,0,10,0,3.46,15.85,0,20.33,1.02,2.03,20.53,9.76,4.07,3.25,2.44,15.24,0,0,2.03,0
ACSSF,ga,150,0,13,89,22014,2,Block Group 2,"Block Group 2, Census Tract 220.14, DeKalb County, Georgia",130890220142,418350,0,1076,0,609,0,467,0,0,0,0,56.6,0,43.4,0,0,0,236,19,0,71,0,0,32,0,4,0,31,19,33,0,27,0,0,8.05,0,30.08,0,0,13.56,0,1.69,0,13.14,8.05,13.98,0,11.44,0,0
ACSSF,ga,150,0,13,89,22015,1,Block Group 1,"Block Group 1, Census Tract 220.15, DeKalb County, Georgia",130890220151,458595,0,755,89,283,0,383,0,0,0,11.79,37.48,0,50.73,0,0,0,310,0,0,0,0,146,25,0,23,21,16,6,13,7,0,53,0,0,0,0,0,47.1,8.06,0,7.42,6.77,5.16,1.94,4.19,2.26,0,17.1,0
ACSSF,ga,150,0,13,89,22015,2,Block Group 2,"Block Group 2, Census Tract 220.15, DeKalb County, Georgia",130890220152,1128737,23318,1613,501,813,0,288,0,5,6,31.06,50.4,0,17.85,0,0.31,0.37,390,0,0,0,0,7,7,0,21,0,20,35,130,25,45,41,59,0,0,0,0,1.79,1.79,0,5.38,0,5.13,8.97,33.33,6.41,11.54,10.51,15.13
ACSSF,ga,150,0,13,89,22016,1,Block Group 1,"Block Group 1, Census Tract 220.16, DeKalb County, Georgia",130890220161,781797,0,1044,112,518,0,414,0,0,0,10.73,49.62,0,39.66,0,0,0,337,35,0,0,0,0,12,0,16,4,66,34,58,9,32,25,46,10.39,0,0,0,0,3.56,0,4.75,1.19,19.58,10.09,17.21,2.67,9.5,7.42,13.65
ACSSF,ga,150,0,13,89,22016,2,Block Group 2,"Block Group 2, Census Tract 220.16, DeKalb County, Georgia",130890220162,721060,0,1122,77,499,0,509,0,37,0,6.86,44.47,0,45.37,0,3.3,0,268,3,0,0,28,32,0,7,0,16,15,83,54,0,16,5,9,1.12,0,0,10.45,11.94,0,2.61,0,5.97,5.6,30.97,20.15,0,5.97,1.87,3.36
ACSSF,ga,150,0,13,89,22016,3,Block Group 3,"Block Group 3, Census Tract 220.16, DeKalb County, Georgia",130890220163,585659,1543,1673,0,1470,0,148,0,0,55,0,87.87,0,8.85,0,0,3.29,419,84,13,0,0,0,0,0,0,11,30,93,68,51,56,13,0,20.05,3.1,0,0,0,0,0,0,2.63,7.16,22.2,16.23,12.17,13.37,3.1,0
ACSSF,ga,150,0,13,89,22100,1,Block Group 1,"Block Group 1, Census Tract 221, DeKalb County, Georgia",130890221001,1618779,11620,2017,438,1122,0,378,0,47,32,21.72,55.63,0,18.74,0,2.33,1.59,836,73,60,46,86,0,0,9,77,0,145,42,76,36,25,120,41,8.73,7.18,5.5,10.29,0,0,1.08,9.21,0,17.34,5.02,9.09,4.31,2.99,14.35,4.9
ACSSF,ga,150,0,13,89,22100,2,Block Group 2,"Block Group 2, Census Tract 221, DeKalb County, Georgia",130890221002,1780290,7081,1548,406,1013,0,40,0,0,89,26.23,65.44,0,2.58,0,0,5.75,485,50,36,8,18,9,8,30,0,20,15,38,57,8,66,72,50,10.31,7.42,1.65,3.71,1.86,1.65,6.19,0,4.12,3.09,7.84,11.75,1.65,13.61,14.85,10.31
ACSSF,ga,150,0,13,89,22203,1,Block Group 1,"Block Group 1, Census Tract 222.03, DeKalb County, Georgia",130890222031,904769,0,1178,541,431,0,189,3,5,9,45.93,36.59,0,16.04,0.25,0.42,0.76,600,26,37,0,29,0,30,10,0,0,46,61,80,64,125,32,60,4.33,6.17,0,4.83,0,5,1.67,0,0,7.67,10.17,13.33,10.67,20.83,5.33,10
ACSSF,ga,150,0,13,89,22203,2,Block Group 2,"Block Group 2, Census Tract 222.03, DeKalb County, Georgia",130890222032,1955341,0,1192,410,254,5,453,0,0,70,34.4,21.31,0.42,38,0,0,5.87,419,23,17,0,0,3,0,11,17,7,24,45,173,26,51,22,0,5.49,4.06,0,0,0.72,0,2.63,4.06,1.67,5.73,10.74,41.29,6.21,12.17,5.25,0
ACSSF,ga,150,0,13,89,22205,1,Block Group 1,"Block Group 1, Census Tract 222.05, DeKalb County, Georgia",130890222051,854624,0,2653,812,604,0,1018,0,0,219,30.61,22.77,0,38.37,0,0,8.25,735,16,0,0,0,87,8,47,57,50,36,71,103,134,38,0,88,2.18,0,0,0,11.84,1.09,6.39,7.76,6.8,4.9,9.66,14.01,18.23,5.17,0,11.97
ACSSF,ga,150,0,13,89,22205,2,Block Group 2,"Block Group 2, Census Tract 222.05, DeKalb County, Georgia",130890222052,551356,0,669,455,26,0,167,0,0,21,68.01,3.89,0,24.96,0,0,3.14,387,14,0,26,0,0,12,14,28,7,0,64,90,19,69,44,0,3.62,0,6.72,0,0,3.1,3.62,7.24,1.81,0,16.54,23.26,4.91,17.83,11.37,0
ACSSF,ga,150,0,13,89,22205,3,Block Group 3,"Block Group 3, Census Tract 222.05, DeKalb County, Georgia",130890222053,603815,0,1586,491,315,0,0,0,71,709,30.96,19.86,0,0,0,4.48,44.7,478,0,14,0,40,0,11,68,0,71,0,40,40,31,52,74,37,0,2.93,0,8.37,0,2.3,14.23,0,14.85,0,8.37,8.37,6.49,10.88,15.48,7.74
ACSSF,ga,150,0,13,89,22206,1,Block Group 1,"Block Group 1, Census Tract 222.06, DeKalb County, Georgia",130890222061,294080,0,710,77,83,0,440,0,0,110,10.85,11.69,0,61.97,0,0,15.49,336,62,0,0,58,43,0,0,0,56,17,100,0,0,0,0,0,18.45,0,0,17.26,12.8,0,0,0,16.67,5.06,29.76,0,0,0,0,0
ACSSF,ga,150,0,13,89,22206,2,Block Group 2,"Block Group 2, Census Tract 222.06, DeKalb County, Georgia",130890222062,1512071,0,776,420,254,0,73,0,0,29,54.12,32.73,0,9.41,0,0,3.74,454,5,0,0,0,15,0,27,0,7,27,43,39,106,60,20,105,1.1,0,0,0,3.3,0,5.95,0,1.54,5.95,9.47,8.59,23.35,13.22,4.41,23.13
ACSSF,ga,150,0,13,89,22206,3,Block Group 3,"Block Group 3, Census Tract 222.06, DeKalb County, Georgia",130890222063,313601,0,1459,411,565,0,208,0,20,255,28.17,38.73,0,14.26,0,1.37,17.48,604,51,0,13,12,60,0,0,64,0,23,61,73,59,35,125,28,8.44,0,2.15,1.99,9.93,0,0,10.6,0,3.81,10.1,12.09,9.77,5.79,20.7,4.64
ACSSF,ga,150,0,13,89,22302,1,Block Group 1,"Block Group 1, Census Tract 223.02, DeKalb County, Georgia",130890223021,1357241,0,1565,1347,125,0,28,0,0,65,86.07,7.99,0,1.79,0,0,4.15,649,56,0,0,13,19,11,9,0,0,0,79,41,137,28,121,135,8.63,0,0,2,2.93,1.69,1.39,0,0,0,12.17,6.32,21.11,4.31,18.64,20.8
ACSSF,ga,150,0,13,89,22302,2,Block Group 2,"Block Group 2, Census Tract 223.02, DeKalb County, Georgia",130890223022,694790,0,917,520,142,0,227,0,0,28,56.71,15.49,0,24.75,0,0,3.05,404,0,0,65,0,0,0,16,40,0,31,22,30,56,33,17,94,0,0,16.09,0,0,0,3.96,9.9,0,7.67,5.45,7.43,13.86,8.17,4.21,23.27
ACSSF,ga,150,0,13,89,22302,3,Block Group 3,"Block Group 3, Census Tract 223.02, DeKalb County, Georgia",130890223023,1453608,0,1246,906,182,0,109,0,0,49,72.71,14.61,0,8.75,0,0,3.93,715,53,39,0,0,76,19,0,20,30,0,81,131,39,89,87,51,7.41,5.45,0,0,10.63,2.66,0,2.8,4.2,0,11.33,18.32,5.45,12.45,12.17,7.13
ACSSF,ga,150,0,13,89,22303,1,Block Group 1,"Block Group 1, Census Tract 223.03, DeKalb County, Georgia",130890223031,1382971,0,1258,835,183,0,109,0,0,131,66.38,14.55,0,8.66,0,0,10.41,691,23,0,0,26,0,0,11,20,9,103,96,139,81,50,76,57,3.33,0,0,3.76,0,0,1.59,2.89,1.3,14.91,13.89,20.12,11.72,7.24,11,8.25
ACSSF,ga,150,0,13,89,22303,2,Block Group 2,"Block Group 2, Census Tract 223.03, DeKalb County, Georgia",130890223032,407672,0,903,565,103,0,20,0,0,215,62.57,11.41,0,2.21,0,0,23.81,447,19,20,54,24,16,54,0,42,0,0,47,20,24,0,7,120,4.25,4.47,12.08,5.37,3.58,12.08,0,9.4,0,0,10.51,4.47,5.37,0,1.57,26.85
ACSSF,ga,150,0,13,89,22303,3,Block Group 3,"Block Group 3, Census Tract 223.03, DeKalb County, Georgia",130890223033,650842,0,1492,1317,0,0,58,0,47,70,88.27,0,0,3.89,0,3.15,4.69,623,14,0,6,8,0,54,0,0,0,38,0,42,21,35,206,199,2.25,0,0.96,1.28,0,8.67,0,0,0,6.1,0,6.74,3.37,5.62,33.07,31.94
ACSSF,ga,150,0,13,89,22304,1,Block Group 1,"Block Group 1, Census Tract 223.04, DeKalb County, Georgia",130890223041,1185847,0,1271,843,290,0,94,0,0,44,66.33,22.82,0,7.4,0,0,3.46,598,0,0,16,0,23,10,7,42,0,38,16,28,69,118,65,166,0,0,2.68,0,3.85,1.67,1.17,7.02,0,6.35,2.68,4.68,11.54,19.73,10.87,27.76
ACSSF,ga,150,0,13,89,22304,2,Block Group 2,"Block Group 2, Census Tract 223.04, DeKalb County, Georgia",130890223042,692486,0,1742,751,199,30,517,0,8,237,43.11,11.42,1.72,29.68,0,0.46,13.61,866,184,0,136,17,98,12,10,10,0,32,46,59,75,26,41,120,21.25,0,15.7,1.96,11.32,1.39,1.15,1.15,0,3.7,5.31,6.81,8.66,3,4.73,13.86
ACSSF,ga,150,0,13,89,22401,1,Block Group 1,"Block Group 1, Census Tract 224.01, DeKalb County, Georgia",130890224011,729322,0,960,705,103,0,85,0,0,67,73.44,10.73,0,8.85,0,0,6.98,427,50,11,21,0,0,8,21,0,26,19,22,0,48,16,40,145,11.71,2.58,4.92,0,0,1.87,4.92,0,6.09,4.45,5.15,0,11.24,3.75,9.37,33.96
ACSSF,ga,150,0,13,89,22401,2,Block Group 2,"Block Group 2, Census Tract 224.01, DeKalb County, Georgia",130890224012,1327383,755,1148,1069,0,0,10,0,0,69,93.12,0,0,0.87,0,0,6.01,513,75,0,0,0,0,0,0,41,0,0,16,0,100,0,0,281,14.62,0,0,0,0,0,0,7.99,0,0,3.12,0,19.49,0,0,54.78
ACSSF,ga,150,0,13,89,22401,3,Block Group 3,"Block Group 3, Census Tract 224.01, DeKalb County, Georgia",130890224013,233209,0,954,557,39,0,115,0,114,129,58.39,4.09,0,12.05,0,11.95,13.52,550,0,14,0,16,20,108,28,0,0,18,34,21,72,50,96,73,0,2.55,0,2.91,3.64,19.64,5.09,0,0,3.27,6.18,3.82,13.09,9.09,17.45,13.27
ACSSF,ga,150,0,13,89,22401,4,Block Group 4,"Block Group 4, Census Tract 224.01, DeKalb County, Georgia",130890224014,343731,1180,940,702,0,0,166,0,0,72,74.68,0,0,17.66,0,0,7.66,494,41,0,11,0,12,0,0,52,0,59,0,78,13,118,44,66,8.3,0,2.23,0,2.43,0,0,10.53,0,11.94,0,15.79,2.63,23.89,8.91,13.36
ACSSF,ga,150,0,13,89,22403,1,Block Group 1,"Block Group 1, Census Tract 224.03, DeKalb County, Georgia",130890224031,2076824,1853,1503,1345,0,0,90,21,0,47,89.49,0,0,5.99,1.4,0,3.13,504,0,0,0,0,12,0,0,0,0,0,9,15,18,27,70,353,0,0,0,0,2.38,0,0,0,0,0,1.79,2.98,3.57,5.36,13.89,70.04
ACSSF,ga,150,0,13,89,22403,2,Block Group 2,"Block Group 2, Census Tract 224.03, DeKalb County, Georgia",130890224032,2085091,6453,1871,1740,19,0,65,0,0,47,93,1.02,0,3.47,0,0,2.51,675,21,0,0,0,0,0,0,0,0,38,27,18,79,26,86,380,3.11,0,0,0,0,0,0,0,0,5.63,4,2.67,11.7,3.85,12.74,56.3
ACSSF,ga,150,0,13,89,22403,3,Block Group 3,"Block Group 3, Census Tract 224.03, DeKalb County, Georgia",130890224033,699215,626,733,646,0,0,24,0,18,45,88.13,0,0,3.27,0,2.46,6.14,261,11,0,0,0,0,0,0,0,0,8,20,0,25,30,38,129,4.21,0,0,0,0,0,0,0,0,3.07,7.66,0,9.58,11.49,14.56,49.43
ACSSF,ga,150,0,13,89,22404,1,Block Group 1,"Block Group 1, Census Tract 224.04, DeKalb County, Georgia",130890224041,1713289,14160,3293,1811,963,0,246,0,33,240,55,29.24,0,7.47,0,1,7.29,745,223,45,8,0,46,0,46,59,0,69,113,69,57,10,0,0,29.93,6.04,1.07,0,6.17,0,6.17,7.92,0,9.26,15.17,9.26,7.65,1.34,0,0
ACSSF,ga,150,0,13,89,22405,1,Block Group 1,"Block Group 1, Census Tract 224.05, DeKalb County, Georgia",130890224051,560401,21632,502,194,159,0,124,1,0,24,38.65,31.67,0,24.7,0.2,0,4.78,136,6,0,0,0,0,0,10,0,29,58,0,18,9,0,6,0,4.41,0,0,0,0,0,7.35,0,21.32,42.65,0,13.24,6.62,0,4.41,0
ACSSF,ga,150,0,13,89,22405,2,Block Group 2,"Block Group 2, Census Tract 224.05, DeKalb County, Georgia",130890224052,314519,2510,1666,868,421,0,305,0,11,61,52.1,25.27,0,18.31,0,0.66,3.66,133,30,15,9,3,0,0,7,0,0,30,0,4,4,31,0,0,22.56,11.28,6.77,2.26,0,0,5.26,0,0,22.56,0,3.01,3.01,23.31,0,0
ACSSF,ga,150,0,13,89,22405,3,Block Group 3,"Block Group 3, Census Tract 224.05, DeKalb County, Georgia",130890224053,564513,53109,382,240,7,0,46,0,0,89,62.83,1.83,0,12.04,0,0,23.3,155,0,0,0,10,0,0,0,0,0,10,32,17,0,2,43,41,0,0,0,6.45,0,0,0,0,0,6.45,20.65,10.97,0,1.29,27.74,26.45
ACSSF,ga,150,0,13,89,22501,1,Block Group 1,"Block Group 1, Census Tract 225.01, DeKalb County, Georgia",130890225011,487709,0,1711,697,710,19,153,0,6,126,40.74,41.5,1.11,8.94,0,0.35,7.36,958,68,142,14,57,15,35,0,0,13,14,0,104,97,92,78,229,7.1,14.82,1.46,5.95,1.57,3.65,0,0,1.36,1.46,0,10.86,10.13,9.6,8.14,23.9
ACSSF,ga,150,0,13,89,22501,2,Block Group 2,"Block Group 2, Census Tract 225.01, DeKalb County, Georgia",130890225012,281902,0,978,368,509,0,0,0,8,93,37.63,52.04,0,0,0,0.82,9.51,354,25,141,10,13,0,14,0,0,0,0,0,0,11,0,8,132,7.06,39.83,2.82,3.67,0,3.95,0,0,0,0,0,0,3.11,0,2.26,37.29
ACSSF,ga,150,0,13,89,22501,3,Block Group 3,"Block Group 3, Census Tract 225.01, DeKalb County, Georgia",130890225013,510911,0,1762,1077,120,0,0,0,0,565,61.12,6.81,0,0,0,0,32.07,465,31,0,0,0,9,0,0,0,0,13,48,39,177,27,54,67,6.67,0,0,0,1.94,0,0,0,0,2.8,10.32,8.39,38.06,5.81,11.61,14.41
ACSSF,ga,150,0,13,89,22502,1,Block Group 1,"Block Group 1, Census Tract 225.02, DeKalb County, Georgia",130890225021,594786,0,913,838,0,0,0,0,0,75,91.79,0,0,0,0,0,8.21,346,0,0,42,0,0,0,0,10,0,21,0,21,18,0,65,169,0,0,12.14,0,0,0,0,2.89,0,6.07,0,6.07,5.2,0,18.79,48.84
ACSSF,ga,150,0,13,89,22502,2,Block Group 2,"Block Group 2, Census Tract 225.02, DeKalb County, Georgia",130890225022,974236,0,1731,1498,0,0,147,0,0,86,86.54,0,0,8.49,0,0,4.97,591,36,0,20,7,23,0,0,10,11,18,18,0,77,24,46,301,6.09,0,3.38,1.18,3.89,0,0,1.69,1.86,3.05,3.05,0,13.03,4.06,7.78,50.93
ACSSF,ga,150,0,13,89,22601,1,Block Group 1,"Block Group 1, Census Tract 226.01, DeKalb County, Georgia",130890226011,510758,0,729,484,14,0,49,0,0,182,66.39,1.92,0,6.72,0,0,24.97,249,0,0,0,0,0,0,0,14,0,19,13,33,0,0,14,156,0,0,0,0,0,0,0,5.62,0,7.63,5.22,13.25,0,0,5.62,62.65
ACSSF,ga,150,0,13,89,22601,2,Block Group 2,"Block Group 2, Census Tract 226.01, DeKalb County, Georgia",130890226012,524705,0,1521,980,337,0,93,0,36,75,64.43,22.16,0,6.11,0,2.37,4.93,849,0,118,0,48,31,24,109,0,0,109,26,69,43,70,15,187,0,13.9,0,5.65,3.65,2.83,12.84,0,0,12.84,3.06,8.13,5.06,8.24,1.77,22.03
ACSSF,ga,150,0,13,89,22601,3,Block Group 3,"Block Group 3, Census Tract 226.01, DeKalb County, Georgia",130890226013,459804,0,824,716,83,0,9,0,0,16,86.89,10.07,0,1.09,0,0,1.94,534,37,22,38,22,102,0,113,15,0,35,27,0,0,29,28,66,6.93,4.12,7.12,4.12,19.1,0,21.16,2.81,0,6.55,5.06,0,0,5.43,5.24,12.36
ACSSF,ga,150,0,13,89,22601,4,Block Group 4,"Block Group 4, Census Tract 226.01, DeKalb County, Georgia",130890226014,642752,2179,1210,976,41,0,30,0,0,163,80.66,3.39,0,2.48,0,0,13.47,479,26,0,0,0,0,14,0,0,0,22,27,68,150,0,43,129,5.43,0,0,0,0,2.92,0,0,0,4.59,5.64,14.2,31.32,0,8.98,26.93
ACSSF,ga,150,0,13,89,22602,1,Block Group 1,"Block Group 1, Census Tract 226.02, DeKalb County, Georgia",130890226021,980551,0,2513,1793,95,49,236,0,0,340,71.35,3.78,1.95,9.39,0,0,13.53,891,4,0,6,73,19,0,0,20,38,10,23,78,12,152,102,354,0.45,0,0.67,8.19,2.13,0,0,2.24,4.26,1.12,2.58,8.75,1.35,17.06,11.45,39.73
ACSSF,ga,150,0,13,89,22700,1,Block Group 1,"Block Group 1, Census Tract 227, DeKalb County, Georgia",130890227001,693221,0,1544,1042,338,0,41,0,3,120,67.49,21.89,0,2.66,0,0.19,7.77,509,10,20,0,47,0,0,27,34,12,32,12,16,22,10,24,243,1.96,3.93,0,9.23,0,0,5.3,6.68,2.36,6.29,2.36,3.14,4.32,1.96,4.72,47.74
ACSSF,ga,150,0,13,89,22700,2,Block Group 2,"Block Group 2, Census Tract 227, DeKalb County, Georgia",130890227002,634648,0,1866,1225,312,0,63,0,5,261,65.65,16.72,0,3.38,0,0.27,13.99,568,0,0,0,0,0,0,0,12,10,0,45,7,29,157,86,222,0,0,0,0,0,0,0,2.11,1.76,0,7.92,1.23,5.11,27.64,15.14,39.08
ACSSF,ga,150,0,13,89,22700,3,Block Group 3,"Block Group 3, Census Tract 227, DeKalb County, Georgia",130890227003,926332,0,2004,1345,401,0,56,0,18,184,67.12,20.01,0,2.79,0,0.9,9.18,559,6,8,0,0,24,0,10,0,0,0,22,53,12,73,108,243,1.07,1.43,0,0,4.29,0,1.79,0,0,0,3.94,9.48,2.15,13.06,19.32,43.47
ACSSF,ga,150,0,13,89,22800,1,Block Group 1,"Block Group 1, Census Tract 228, DeKalb County, Georgia",130890228001,529205,0,1027,781,143,9,48,0,11,35,76.05,13.92,0.88,4.67,0,1.07,3.41,218,0,0,0,0,0,14,0,0,0,20,75,9,6,0,0,94,0,0,0,0,0,6.42,0,0,0,9.17,34.4,4.13,2.75,0,0,43.12
ACSSF,ga,150,0,13,89,22800,2,Block Group 2,"Block Group 2, Census Tract 228, DeKalb County, Georgia",130890228002,1007033,0,2002,1316,255,0,3,0,0,428,65.73,12.74,0,0.15,0,0,21.38,623,0,0,28,9,0,13,0,38,0,34,19,8,47,26,48,353,0,0,4.49,1.44,0,2.09,0,6.1,0,5.46,3.05,1.28,7.54,4.17,7.7,56.66
ACSSF,ga,150,0,13,89,22800,3,Block Group 3,"Block Group 3, Census Tract 228, DeKalb County, Georgia",130890228003,904558,0,1149,794,184,0,78,0,10,83,69.1,16.01,0,6.79,0,0.87,7.22,460,15,0,13,0,15,18,23,0,14,8,0,103,74,6,69,102,3.26,0,2.83,0,3.26,3.91,5,0,3.04,1.74,0,22.39,16.09,1.3,15,22.17
ACSSF,ga,150,0,13,89,22900,1,Block Group 1,"Block Group 1, Census Tract 229, DeKalb County, Georgia",130890229001,1522344,11142,2217,1670,407,0,92,0,0,48,75.33,18.36,0,4.15,0,0,2.17,1106,13,66,36,0,19,40,44,33,10,77,42,116,137,105,199,169,1.18,5.97,3.25,0,1.72,3.62,3.98,2.98,0.9,6.96,3.8,10.49,12.39,9.49,17.99,15.28
ACSSF,ga,150,0,13,89,22900,2,Block Group 2,"Block Group 2, Census Tract 229, DeKalb County, Georgia",130890229002,2369700,0,1981,1254,496,0,87,0,10,134,63.3,25.04,0,4.39,0,0.5,6.76,834,14,42,76,0,36,0,0,0,75,0,56,90,54,108,103,180,1.68,5.04,9.11,0,4.32,0,0,0,8.99,0,6.71,10.79,6.47,12.95,12.35,21.58
ACSSF,ga,150,0,13,89,23000,1,Block Group 1,"Block Group 1, Census Tract 230, DeKalb County, Georgia",130890230001,917695,507,1420,1043,204,0,31,0,0,142,73.45,14.37,0,2.18,0,0,10,605,14,0,0,32,0,0,5,44,20,79,46,42,31,108,73,111,2.31,0,0,5.29,0,0,0.83,7.27,3.31,13.06,7.6,6.94,5.12,17.85,12.07,18.35
ACSSF,ga,150,0,13,89,23000,2,Block Group 2,"Block Group 2, Census Tract 230, DeKalb County, Georgia",130890230002,845815,20737,983,812,104,0,15,13,6,33,82.6,10.58,0,1.53,1.32,0.61,3.36,464,10,23,3,0,16,5,6,0,12,4,12,65,82,41,103,82,2.16,4.96,0.65,0,3.45,1.08,1.29,0,2.59,0.86,2.59,14.01,17.67,8.84,22.2,17.67
ACSSF,ga,150,0,13,89,23101,1,Block Group 1,"Block Group 1, Census Tract 231.01, DeKalb County, Georgia",130890231011,583793,0,629,97,505,0,4,0,0,23,15.42,80.29,0,0.64,0,0,3.66,226,12,0,0,0,14,11,28,23,0,10,12,55,18,35,8,0,5.31,0,0,0,6.19,4.87,12.39,10.18,0,4.42,5.31,24.34,7.96,15.49,3.54,0
ACSSF,ga,150,0,13,89,23101,2,Block Group 2,"Block Group 2, Census Tract 231.01, DeKalb County, Georgia",130890231012,1274506,2104,1279,448,742,0,32,0,31,26,35.03,58.01,0,2.5,0,2.42,2.03,530,20,12,11,70,13,0,22,0,74,4,101,33,73,21,47,29,3.77,2.26,2.08,13.21,2.45,0,4.15,0,13.96,0.75,19.06,6.23,13.77,3.96,8.87,5.47
